Timestamp,cracks,fallen_trees,graffiti,illegal_parking,open_manhole,overflowing_trashbin,pothole,stray,trash,roadkills,flood,broken_urban_furniture,wild_animals,dangerous_buildings,Location,Description,Status,Latitude,Longitude
2025-05-13 13:02:51.722893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"46.7843599, 23.5863691",Pasare moarta pe peron,sesizat,46.7843599,23.5863691
2025-05-13 13:04:03.662041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"46.7690858, 23.5857032",Masina parcata pe trotuar si pista de biciclete,în proces de rezolvare,46.7690858,23.5857032
2025-05-13 13:05:27.585626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"46.7527414, 23.543444",Sosea inundata,rezolvat,46.7527414,23.543444
